Test,Value,Num DF,Den DF,F Value,Pr > F
Hotelling-Lawley trace,0.3292097665821575,40,1039.718978102193,4.700280618103481,5.745993222776787e-19
Roy's greatest root,0.2626873375994261,20,573,7.525992222223557,3.29684234496337e-19
Wilks' lambda,0.7642784461495241,40,1144.0,4.114495488073784,1.1527845486258334e-15
Pillai's trace,0.24609984603717655,40.0,1146.0,4.02004673586143,4.1029312736242364e-15
Hotelling-Lawley trace,0.2948444546605581,40,1039.718978102193,4.209631111446564,4.29935336757687e-16
Roy's greatest root,0.23772233855714464,20,573,6.810744999662194,4.971910152522885e-17
Wilks' lambda,0.7218004731897874,40,1144.0,5.0633592560532055,2.585734046918152e-21
Pillai's trace,0.2955895519918711,40.0,1146.0,4.968662727023318,9.512573585029977e-21
Hotelling-Lawley trace,0.3613318518287779,40,1039.718978102193,5.158902536478671,1.1150870191607987e-21
Roy's greatest root,0.2731192183478629,20,573,7.824865605666272,4.0950143462396564e-20
Wilks' lambda,0.7226161703081926,40,1144.0,5.044354105268037,3.3640803498223135e-21
Pillai's trace,0.29799770017905625,40.0,1146.0,5.016229479259898,4.925627663077448e-21
Hotelling-Lawley trace,0.3553338131017012,40,1039.718978102193,5.07326575398523,3.589297368177723e-21
Roy's greatest root,0.23279228948513675,20,573,6.669499093749168,1.3432310419709186e-16
Wilks' lambda,0.7122851228807899,40,1144.0,5.287466116719817,1.155576313049935e-22
Pillai's trace,0.30776324019907886,40.0,1146.0,5.210510160966431,3.333857230037132e-22
Hotelling-Lawley trace,0.3757856305587037,40,1039.718978102193,5.365265843156792,6.639751691091044e-23
Roy's greatest root,0.2724928631514736,20,573,7.806920529289718,4.640452517242476e-20
Wilks' lambda,0.6837636435678351,40,1144.0,5.987010881574215,6.806397582537379e-27
Pillai's trace,0.33912046397400875,40.0,1146.0,5.849792885101396,4.5595221712824167e-26
Hotelling-Lawley trace,0.4290258068703796,40,1039.718978102193,6.1254005482118785,1.9915350845431083e-27
Roy's greatest root,0.326530416946183,20,573,9.355096445508142,1.0652055814546037e-24
Wilks' lambda,0.7439531879798766,40,1144.0,4.558374215466167,2.728791852247775e-18
Pillai's trace,0.26980498387434054,40.0,1146.0,4.467654059777071,9.394590168322343e-18
Hotelling-Lawley trace,0.32567726582880074,40,1039.718978102193,4.649845465474753,1.1385758133895272e-18
Roy's greatest root,0.2524103377648294,20,573,7.231556176962362,2.5894686566165964e-18
Wilks' lambda,0.7692880965764637,40,1144.0,4.007802123288676,4.861172773401192e-15
Pillai's trace,0.2411553769813471,40.0,1146.0,3.9282046066455303,1.4099103407372538e-14
Hotelling-Lawley trace,0.286327620102246,40,1039.718978102193,4.088032311940602,2.1840796360437267e-15
Roy's greatest root,0.22635258696896748,20,573,6.485001616660918,4.925871379087905e-16
Wilks' lambda,0.730686994327697,40,1144.0,4.858028323861817,4.420404418155229e-20
Pillai's trace,0.28517448578934845,40.0,1146.0,4.764478339142083,1.5944040378667116e-19
Hotelling-Lawley trace,0.346867437798667,40,1039.718978102193,4.952387384684147,1.8653169235138382e-20
Roy's greatest root,0.2649303236751233,20,573,7.590253773292282,2.1041909635623865e-19
Wilks' lambda,0.7260828503567643,40,1144.0,4.963940580959442,1.0234029486750892e-20
Pillai's trace,0.29279097504713936,40.0,1146.0,4.913552653771944,2.037912770661628e-20
Hotelling-Lawley trace,0.35125925934487384,40,1039.718978102193,5.015091459068445,7.936141399476839e-21
Roy's greatest root,0.24528398016560823,20,573,7.027386031744675,1.0847169537379207e-17
Wilks' lambda,0.7008298450881223,40,1144.0,5.563294052330121,2.4954378978238377e-24
Pillai's trace,0.31750190845377907,40.0,1146.0,5.406502226009138,2.1896062373640646e-23
Hotelling-Lawley trace,0.4007226623384794,40,1039.718978102193,5.721303418725678,5.065287555408447e-25
Roy's greatest root,0.3186298936507066,20,573,9.128746453092743,5.005266643618388e-24
Wilks' lambda,0.7013569649239871,40,1144.0,5.550453561874493,2.983795781633464e-24
Pillai's trace,0.31806875312381055,40.0,1146.0,5.417979952463525,1.866554453047231e-23
Hotelling-Lawley trace,0.39811013648160876,40,1039.718978102193,5.684003174638664,8.444793354620595e-25
Roy's greatest root,0.30825940094823423,20,573,8.83163183716691,3.845319598240413e-23
Wilks' lambda,0.7446166840221896,40,1144.0,4.543597919397907,3.3414988318045786e-18
Pillai's trace,0.2716745954761656,40.0,1146.0,4.503478997658168,5.753262353043381e-18
Hotelling-Lawley trace,0.32109411675810673,40,1039.718978102193,4.584409719231527,2.7620369446900692e-18
Roy's greatest root,0.22296990422786964,20,573,6.388087756128464,9.7526535264409e-16
Wilks' lambda,0.7127389742911331,40,1144.0,5.27667512311019,1.342379264020592e-22
Pillai's trace,0.3014418256442363,40.0,1146.0,5.084493681226424,1.9137616369837844e-21
Hotelling-Lawley trace,0.38314198552856504,40,1039.718978102193,5.470295937019756,1.577120836361869e-23
Roy's greatest root,0.3211983101137248,20,573,9.202331584758214,3.024925933830442e-24
Wilks' lambda,0.728606524553002,40,1144.0,4.905762454008039,2.2868029486751092e-20
Pillai's trace,0.2885892618415683,40.0,1146.0,4.831150212752449,6.358314651084034e-20
Hotelling-Lawley trace,0.34888198291715433,40,1039.718978102193,4.9811499802566495,1.2605112691763848e-20
Roy's greatest root,0.2570771616432748,20,573,7.365260681079823,1.0148983935387279e-18
Wilks' lambda,0.73265397155718,40,1144.0,4.81308527223073,8.217281742305304e-20
Pillai's trace,0.28103702577313305,40.0,1146.0,4.68405131996613,4.824960742811829e-19
Hotelling-Lawley trace,0.3462139576932741,40,1039.718978102193,4.943057345950535,2.1181150277542034e-20
Roy's greatest root,0.279310428720611,20,573,8.002243782845506,1.1914751192986224e-20
Wilks' lambda,0.7209565151231971,40,1144.0,5.083056806095999,1.9683603440101517e-21
Pillai's trace,0.29721672620986733,40.0,1146.0,5.000788612962498,6.099185293621032e-21
Hotelling-Lawley trace,0.3618390819301504,40,1039.718978102193,5.166144496032762,1.0100738143731507e-21
Roy's greatest root,0.2676648857155033,20,573,7.668598975749169,1.2176188737130458e-19
Wilks' lambda,0.7146437029469342,40,1144.0,5.231499516058408,2.513210966157282e-22
Pillai's trace,0.3007334398461414,40.0,1146.0,5.07043053375441,2.32543354173657e-21
Hotelling-Lawley trace,0.37778147788428373,40,1039.718978102193,5.393761481662633,4.4959185362431214e-23
Roy's greatest root,0.3078970221157725,20,573,8.821249683616882,4.1299388446967753e-23
Wilks' lambda,0.7394645385781131,40,1144.0,4.658859855838957,6.868665788361002e-19
Pillai's trace,0.27244391947671187,40.0,1146.0,4.518243072400551,4.6998905059984436e-18
Hotelling-Lawley trace,0.33622572874844925,40,1039.718978102193,4.8004507659394156,1.474508580631338e-19
Roy's greatest root,0.27837514879816866,20,573,7.975448013067532,1.435523184347346e-20
Wilks' lambda,0.6969122976204472,40,1144.0,5.65918041427217,6.566012228069751e-25
Pillai's trace,0.3224282898217972,40.0,1146.0,5.506513043435391,5.445992293200742e-24
Hotelling-Lawley trace,0.4071489567713769,40,1039.718978102193,5.813054606677256,1.4404253446386636e-25
Roy's greatest root,0.32058193211462144,20,573,9.184672355083904,3.413345506972279e-24
Wilks' lambda,0.7402549579067879,40,1144.0,4.641098767833226,8.767371989042114e-19
Pillai's trace,0.27188012217960844,40.0,1146.0,4.507421967896231,5.4508245509790034e-18
Hotelling-Lawley trace,0.33449281137809633,40,1039.718978102193,4.775709100425638,2.0637262183499613e-19
Roy's greatest root,0.27484868905981935,20,573,7.874414941563824,2.899802407065579e-20
Wilks' lambda,0.7473292420396774,40,1144.0,4.4833930886617654,7.621112580202115e-18
Pillai's trace,0.2651873341477823,40.0,1146.0,4.379502912841412,3.1330895762142237e-17
Hotelling-Lawley trace,0.32134990612358827,40,1039.718978102193,4.588061742709966,2.6288395937026253e-18
Roy's greatest root,0.2559011628331614,20,573,7.331568315170073,1.2849368314432467e-18
Wilks' lambda,0.755669738141169,40,1144.0,4.3003121019155355,9.270955596154639e-17
Pillai's trace,0.25703590428687073,40.0,1146.0,4.225031758216369,2.5653467207561053e-16
Hotelling-Lawley trace,0.306515674427498,40,1039.718978102193,4.376266532472214,4.586855441620908e-17
Roy's greatest root,0.2349537011235141,20,573,6.731423537188679,8.687021654016064e-17
Wilks' lambda,0.7427215122750735,40,1144.0,4.585856552792142,1.871828427191369e-18
Pillai's trace,0.26772595231961793,40.0,1146.0,4.4279070879276325,1.61772972265261e-17
Hotelling-Lawley trace,0.33233320841098646,40,1039.718978102193,4.7448754466294885,3.137017317779812e-19
Roy's greatest root,0.2825490661870912,20,573,8.095030746260163,6.252640922350276e-21
Wilks' lambda,0.7649531680991806,40,1144.0,4.1000645015610395,1.4010129495609201e-15
Pillai's trace,0.24838470963834056,40.0,1146.0,4.062662600798122,2.3099695179483846e-15
Hotelling-Lawley trace,0.28983336942602517,40,1039.718978102193,4.138085521994371,1.1196590907240892e-15
Roy's greatest root,0.20462132271057026,20,573,5.862400895657838,3.9776028012607793e-14
Wilks' lambda,0.6976803221162425,40,1144.0,5.640318527158639,8.5386602357961e-25
Pillai's trace,0.3242120188640055,40.0,1146.0,5.5428696499882335,3.283104595161402e-24
Hotelling-Lawley trace,0.40194244844530197,40,1039.718978102193,5.738718871054609,3.9898145745275655e-25
Roy's greatest root,0.29589580697909446,20,573,8.477414869951057,4.4208901769009335e-22
Wilks' lambda,0.7771570708347425,40,1144.0,3.84229968555022,4.4708890856783966e-14
Pillai's trace,0.23290022150259224,40.0,1146.0,3.7760127793819738,1.0774356207242991e-13
Hotelling-Lawley trace,0.273800039674567,40,1039.718978102193,3.9091702323392754,2.352654860374305e-14
Roy's greatest root,0.2130609238770377,20,573,6.10419546907713,7.222075249772663e-15
Wilks' lambda,0.7472168132123932,40,1144.0,4.485881915946609,7.36592385510624e-18
Pillai's trace,0.2656423773862383,40.0,1146.0,4.388168860264297,2.783613845969412e-17
Hotelling-Lawley trace,0.3210902002559436,40,1039.718978102193,4.584353801512561,2.76412790797813e-18
Roy's greatest root,0.2530938920742774,20,573,7.251140007928047,2.257338500978726e-18
Wilks' lambda,0.7512272800369376,40,1144.0,4.397448360256273,2.4668957517866823e-17
Pillai's trace,0.26108117779048606,40.0,1146.0,4.301509448378493,9.070287964818534e-17
Hotelling-Lawley trace,0.3147706006150517,40,1039.718978102193,4.494125944621673,9.3608432644184e-18
Roy's greatest root,0.24895858655251818,20,573,7.132663504729646,5.180858748729063e-18
Wilks' lambda,0.7287607963370368,40,1144.0,4.90221583942547,2.4016188260279836e-20
Pillai's trace,0.2863096431568306,40.0,1146.0,4.786612262645697,1.1751975125584305e-19
Hotelling-Lawley trace,0.35151282211759216,40,1039.718978102193,5.01871169244868,7.553912682358879e-21
Roy's greatest root,0.27680478576580164,20,573,7.930457112190217,1.963107578340983e-20
Wilks' lambda,0.7301853493595424,40,1144.0,4.869519358194978,3.7720693300037236e-20
Pillai's trace,0.2861432463707629,40.0,1146.0,4.78336593251588,1.2289839563721458e-19
Hotelling-Lawley trace,0.3471530278339451,40,1039.718978102193,4.956464886155251,1.7645244400344282e-20
Roy's greatest root,0.26170451558195473,20,573,7.497834371423003,4.0141063569507937e-19
Wilks' lambda,0.7676314020604124,40,1144.0,4.0429700770981984,3.027187736147995e-15
Pillai's trace,0.24175207500908213,40.0,1146.0,3.9392606984285106,1.2155524248868097e-14
Hotelling-Lawley trace,0.2904846261781049,40,1039.718978102193,4.147383816880908,9.888284728905556e-16
Roy's greatest root,0.2394303887184564,20,573,6.859680636783776,3.52432951936052e-17
Wilks' lambda,0.7223034288862411,40,1144.0,5.051636947923031,3.0414217942005993e-21
Pillai's trace,0.29424514832440035,40.0,1146.0,4.942165922150523,1.3722283354693048e-20
Hotelling-Lawley trace,0.36154887746524444,40,1039.718978102193,5.162001112208381,1.0688824915499454e-21
Roy's greatest root,0.2796104604774415,20,573,8.010839692678697,1.1223548489559554e-20
Wilks' lambda,0.7421359456525772,40,1144.0,4.598946269275509,1.5640654633244074e-18
Pillai's trace,0.2720018436323571,40.0,1146.0,4.509757600927121,5.279212750933161e-18
Hotelling-Lawley trace,0.32841188530246235,40,1039.718978102193,4.688888896790247,6.706153362674012e-19
Roy's greatest root,0.25316355897619114,20,573,7.253135964667876,2.2259812853113942e-18
Wilks' lambda,0.7709439203979813,40,1144.0,3.972765983484554,7.786800315581772e-15
Pillai's trace,0.2367842144658952,40.0,1146.0,3.8474404551641195,4.1564829897304834e-14
Hotelling-Lawley trace,0.28708695779569393,40,1039.718978102193,4.098873728585567,1.8899966126843857e-15
Roy's greatest root,0.24640493904741362,20,573,7.0595015037083995,8.657455843032262e-18
Wilks' lambda,0.7493702830444683,40,1144.0,4.438308165453039,1.4118257606930907e-17
Pillai's trace,0.26526869499933436,40.0,1146.0,4.381052033720008,3.067552702401272e-17
Hotelling-Lawley trace,0.3149187314353711,40,1039.718978102193,4.496240877088348,9.097258671329888e-18
Roy's greatest root,0.22997427728571151,20,573,6.588763044235635,2.371559141743284e-16
Wilks' lambda,0.7260303643577533,40,1144.0,4.9651537568828035,1.0063791450898192e-20
Pillai's trace,0.2890612747134346,40.0,1146.0,4.840386974789419,5.597418733344939e-20
Hotelling-Lawley trace,0.35656634939788295,40,1039.718978102193,5.090863246684786,2.8230708449997883e-21
Roy's greatest root,0.283156327216147,20,573,8.112428774742611,5.5410663285726344e-21
Wilks' lambda,0.7623098364447177,40,1144.0,4.156709654421471,6.512136283467928e-16
Pillai's trace,0.24810806312256442,40.0,1146.0,4.057496846027653,2.4766928476782655e-15
Hotelling-Lawley trace,0.2981363392186552,40,1039.718978102193,4.256630874989717,2.2897512251401985e-16
Roy's greatest root,0.2415619088549237,20,573,6.920748688693564,2.2943017090408388e-17
Wilks' lambda,0.7383846404743727,40,1144.0,4.683171749217598,4.917116785995075e-19
Pillai's trace,0.2752328441028411,40.0,1146.0,4.571875662512078,2.252988048889206e-18
Hotelling-Lawley trace,0.3358654302303583,40,1039.718978102193,4.795306616788265,1.5812807282591386e-19
Roy's greatest root,0.26672103762879096,20,573,7.6415577280648606,1.4705801344501508e-19
Wilks' lambda,0.7473515299008863,40,1144.0,4.48289977089796,7.672732450768375e-18
Pillai's trace,0.2664995687715835,40.0,1146.0,4.404505766344285,2.2271123313506107e-17
Hotelling-Lawley trace,0.31952483118394537,40,1039.718978102193,4.562004300810687,3.740095834951802e-18
Roy's greatest root,0.24337132878803935,20,573,6.9725885697773275,1.593902586816389e-17
Wilks' lambda,0.718317766593782,40,1144.0,5.144867639600317,8.358088305039254e-22
Pillai's trace,0.3026607307622375,40.0,1146.0,5.108719331187195,1.3679998127806676e-21
Hotelling-Lawley trace,0.3629364999371229,40,1039.718978102193,5.181812842211195,8.154655289197784e-22
Roy's greatest root,0.24250666560156328,20,573,6.947815969484788,1.8969127249933623e-17
Wilks' lambda,0.7194013498976854,40,1144.0,5.1194443105295395,1.1889141357650259e-21
Pillai's trace,0.29828113728595107,40.0,1146.0,5.021836902961155,4.557761715011208e-21
Hotelling-Lawley trace,0.3654652065304998,40,1039.718978102193,5.217916359774226,4.97941771881478e-22
Roy's greatest root,0.2766035653860602,20,573,7.924692148310624,2.0434657921688534e-20
Wilks' lambda,0.7676351944427293,40,1144.0,4.042889443239639,3.0304794611522698e-15
Pillai's trace,0.24137912602770545,40.0,1146.0,3.932349526292901,1.3336602612496749e-14
Hotelling-Lawley trace,0.29095915182599047,40,1039.718978102193,4.154158839774991,9.032111550648433e-16
Roy's greatest root,0.24254312501415357,20,573,6.948860531655499,1.8830416220563046e-17
Wilks' lambda,0.7189838566517575,40,1144.0,5.12923284548675,1.038081643569703e-21
Pillai's trace,0.2985566001072227,40.0,1146.0,5.027288356233871,4.2264576719394496e-21
Hotelling-Lawley trace,0.3664556361755389,40,1039.718978102193,5.232057183457871,4.1044163305201446e-22
Roy's greatest root,0.27902060095969344,20,573,7.993940217495217,1.2622913168637192e-20
Wilks' lambda,0.7222870820360731,40,1144.0,5.052017748831938,3.025428366238181e-21
Pillai's trace,0.29446272593327233,40.0,1146.0,4.946451318458951,1.2932869520065308e-20
Hotelling-Lawley trace,0.3613010899474296,40,1039.718978102193,5.158463334822599,1.1217957233108303e-21
Roy's greatest root,0.2778341865532447,20,573,7.95994944475046,1.5989277884318347e-20
Wilks' lambda,0.7404789157614698,40,1144.0,4.636071502370827,9.39428789336087e-19
Pillai's trace,0.274254258819134,40.0,1146.0,4.553037175564265,2.917251104985599e-18
Hotelling-Lawley trace,0.3305805262614383,40,1039.718978102193,4.719851590190645,4.405937978948124e-19
Roy's greatest root,0.25145320527226955,20,573,7.204134331050522,3.1383504833473336e-18
Wilks' lambda,0.7468946243425034,40,1144.0,4.493017295697908,6.680606933317989e-18
Pillai's trace,0.2686918433894685,40.0,1146.0,4.446361142420234,1.2570548198994714e-17
Hotelling-Lawley trace,0.31800859208836096,40,1039.718978102193,4.540356251582453,5.012123609028743e-18
Roy's greatest root,0.22544226494396247,20,573,6.458920890644524,5.919704702328921e-16
Wilks' lambda,0.7310511582703902,40,1144.0,4.84969393775095,4.959214013199861e-20
Pillai's trace,0.2836672776177273,40.0,1146.0,4.735135208788366,2.3886086829312796e-19
Hotelling-Lawley trace,0.3477600752907378,40,1039.718978102193,4.965131984416201,1.567990230980501e-20
Roy's greatest root,0.27438385487805383,20,573,7.861097442256242,3.181599627315572e-20
Wilks' lambda,0.7507180941673968,40,1144.0,4.408636971872171,2.1174438163548193e-17
Pillai's trace,0.2621849077835636,40.0,1146.0,4.322437779279894,6.821153661191921e-17
Hotelling-Lawley trace,0.31487039638201986,40,1039.718978102193,4.495550775100182,9.182441649258497e-18
Roy's greatest root,0.24460339994541702,20,573,7.007887408436197,1.2438948386205891e-17
Wilks' lambda,0.7200563083149839,40,1144.0,5.104105330811947,1.4704929395682403e-21
Pillai's trace,0.2969077198678187,40.0,1146.0,4.994683067644932,6.636883352219422e-21
Hotelling-Lawley trace,0.36522097017331434,40,1039.718978102193,5.214429283956782,5.22243450592637e-22
Roy's greatest root,0.28154117541454,20,573,8.06615467562657,7.641429704880032e-21
Wilks' lambda,0.7597487404662315,40,1144.0,4.211874270953961,3.0832929388310564e-16
Pillai's trace,0.25244737777124465,40.0,1146.0,4.138712208804323,8.266131049238984e-16
Hotelling-Lawley trace,0.30017179252754345,40,1039.718978102193,4.285691986499708,1.550243358645827e-16
Roy's greatest root,0.23054051154472113,20,573,6.60498565575626,2.1155230955245858e-16
Wilks' lambda,0.7419086283298931,40,1144.0,4.6040318804372,1.4586104539735468e-18
Pillai's trace,0.2673573280916258,40.0,1146.0,4.420869677293822,1.781015958082419e-17
Hotelling-Lawley trace,0.33538552558516227,40,1039.718978102193,4.788454795453281,1.7355831977127864e-19
Roy's greatest root,0.2927188114204445,20,573,8.386393947195733,8.295942029886746e-22
Wilks' lambda,0.7196160162335807,40,1144.0,5.114414565989431,1.2747423822220916e-21
Pillai's trace,0.2993149259897738,40.0,1146.0,5.042304869170302,3.433054035256978e-21
Hotelling-Lawley trace,0.36332298843415356,40,1039.718978102193,5.187330917845989,7.562543957527462e-22
Roy's greatest root,0.2634777111998394,20,573,7.548636425875399,2.8142683142274916e-19
Wilks' lambda,0.7251034986910225,40,1144.0,4.986599283821094,7.480990869142255e-21
Pillai's trace,0.2917980699093423,40.0,1146.0,4.894043587960923,2.668366137170251e-20
Hotelling-Lawley trace,0.35580428611136544,40,1039.718978102193,5.079982915482666,3.274946314593935e-21
Roy's greatest root,0.2692256977058071,20,573,7.713316239271373,8.912525466803841e-20
Wilks' lambda,0.720256295272743,40,1144.0,5.099425851102236,1.5689927992769306e-21
Pillai's trace,0.2955033960586448,40.0,1146.0,4.9669634292632825,9.738798119252507e-21
Hotelling-Lawley trace,0.3665139966543507,40,1039.718978102193,5.232890423097965,4.0579408275714264e-22
Roy's greatest root,0.29143488895631475,20,573,8.349609568598417,1.0701150318202066e-21
Wilks' lambda,0.7439187466344048,40,1144.0,4.559141776311382,2.7002241296262795e-18
Pillai's trace,0.27218681525025396,40.0,1146.0,4.513307529858472,5.028650638923935e-18
Hotelling-Lawley trace,0.32258320222016307,40,1039.718978102193,4.605670083432345,2.071303685482943e-18
Roy's greatest root,0.2273624388730135,20,573,6.513933873711836,4.0174527215805324e-16
Wilks' lambda,0.7275057191369064,40,1144.0,4.931102036987753,1.6113289688982086e-20
Pillai's trace,0.29069025346083655,40.0,1146.0,4.872303442085445,3.6028356440063394e-20
Hotelling-Lawley trace,0.34954819127338754,40,1039.718978102193,4.990661746134471,1.1072485330805274e-20
Roy's greatest root,0.24916855071960314,20,573,7.13867897811663,4.9667629654660515e-18
Wilks' lambda,0.6950581665055877,40,1144.0,5.704844726856363,3.4757498028392545e-25
Pillai's trace,0.32268494211808413,40.0,1146.0,5.511739460180747,5.0638933481002784e-24
Hotelling-Lawley trace,0.41320099339978283,40,1039.718978102193,5.899462342267475,4.406794786570968e-26
Roy's greatest root,0.3375823618964649,20,573,9.67173466833372,1.2339286210815044e-25
Wilks' lambda,0.7448133729626769,40,1144.0,4.539221380366659,3.5480576307931246e-18
Pillai's trace,0.27095558921033824,40.0,1146.0,4.489692446552516,6.948547642684614e-18
Hotelling-Lawley trace,0.32144651741679364,40,1039.718978102193,4.589441106978705,2.5802167129090066e-18
Roy's greatest root,0.22898942948541343,20,573,6.560547154757094,2.892953085573658e-16
Wilks' lambda,0.709953413015388,40,1144.0,5.343069037847956,5.337784201921788e-23
Pillai's trace,0.3068609309841882,40.0,1146.0,5.192465187048903,4.282513929603893e-22
Hotelling-Lawley trace,0.3848593977801099,40,1039.718978102193,5.494816228756652,1.1273618469242404e-23
Roy's greatest root,0.30795225230976,20,573,8.822832028674624,4.085233721505915e-23
Wilks' lambda,0.7575168414457597,40,1144.0,4.260176119350322,1.600191500233462e-16
Pillai's trace,0.25547473107715196,40.0,1146.0,4.195611938530254,3.8240153717711936e-16
Hotelling-Lawley trace,0.30295245395908554,40,1039.718978102193,4.325392780215144,9.093931990398152e-17
Roy's greatest root,0.22760005931917004,20,573,6.520741699494222,3.8293117891835966e-16
Wilks' lambda,0.7416565006422647,40,1144.0,4.6096752911004355,1.3498771678055998e-18
Pillai's trace,0.2711166351862177,40.0,1146.0,4.492779418304931,6.661015671315641e-18
Hotelling-Lawley trace,0.3311106466626965,40,1039.718978102193,4.7274203651792,3.9758132931107977e-19
Roy's greatest root,0.26648164994594425,20,573,7.634699270951303,1.542710185538586e-19
Wilks' lambda,0.7395031731669952,40,1144.0,4.6579910568892675,6.951176815685792e-19
Pillai's trace,0.2744846827933204,40.0,1146.0,4.557471083339385,2.745157540469918e-18
Hotelling-Lawley trace,0.33334403396403334,40,1039.718978102193,4.759307472157152,2.5787291255152316e-19
Roy's greatest root,0.2608227140287324,20,573,7.472570756923183,4.7897529566004415e-19
Wilks' lambda,0.7180341505211197,40,1144.0,5.151531418712616,7.620506413811163e-22
Pillai's trace,0.29803947103942763,40.0,1146.0,5.017055742470402,4.869614060785886e-21
Hotelling-Lawley trace,0.37030582420816516,40,1039.718978102193,5.28702810480595,1.9359476590790945e-22
Roy's greatest root,0.29422172543099306,20,573,8.429452433597952,6.159003147490126e-22
Wilks' lambda,0.7352463489247769,40,1144.0,4.754128289294144,1.8518123322761626e-19
Pillai's trace,0.2776893376048766,40.0,1146.0,4.61925928700692,1.1756448313100138e-18
Hotelling-Lawley trace,0.3424946821073343,40,1039.718978102193,4.889955522358022,4.364754552740959e-20
Roy's greatest root,0.2795615836826233,20,573,8.009439372507156,1.1333346845588077e-20
Wilks' lambda,0.744133691061045,40,1144.0,4.55435238996472,2.883485126132025e-18
Pillai's trace,0.26807159958112853,40.0,1146.0,4.43450856637136,1.4781662014509897e-17
Hotelling-Lawley trace,0.3274425297816446,40,1039.718978102193,4.67504895815825,8.090660269604202e-19
Roy's greatest root,0.26571459483034393,20,573,7.6127231418893535,1.7985761130685398e-19
Wilks' lambda,0.7438952964682177,40,1144.0,4.55966441791229,2.6809430458716283e-18
Pillai's trace,0.2689063197894329,40.0,1146.0,4.450461664807263,1.188512459312846e-17
Hotelling-Lawley trace,0.3270663068166429,40,1039.718978102193,4.66967744828829,8.70188765340609e-19
Roy's greatest root,0.26117636608451195,20,573,7.482702888321267,4.462107474913743e-19
Wilks' lambda,0.7484387598555675,40,1144.0,4.4588618711658725,1.0659904115210286e-17
Pillai's trace,0.2644226913065658,40.0,1146.0,4.364951113376913,3.8211310670744276e-17
Hotelling-Lawley trace,0.318930287667575,40,1039.718978102193,4.553515727110012,4.195113526679056e-18
Roy's greatest root,0.2502657971178557,20,573,7.170115087426565,3.9838897400146465e-18
Wilks' lambda,0.7481855468461246,40,1144.0,4.4644555543115025,9.874864955798948e-18
Pillai's trace,0.2645965114856722,40.0,1146.0,4.368257932081436,3.6526031964416476e-17
Hotelling-Lawley trace,0.31948277513470763,40,1039.718978102193,4.561403847078228,3.770596423107592e-18
Roy's greatest root,0.2515740367366068,20,573,7.2075961525037835,3.063092956448796e-18
Wilks' lambda,0.7486421923160598,40,1144.0,4.454369937225876,1.133517169227729e-17
Pillai's trace,0.2652598840808229,40.0,1146.0,4.3808842657038385,3.074583709005758e-17
Hotelling-Lawley trace,0.31718187102498946,40,1039.718978102193,4.528552771293622,5.879178114430397e-18
Roy's greatest root,0.2397165427623425,20,573,6.867878950141113,3.326934814420062e-17
Wilks' lambda,0.7513560514065278,40,1144.0,4.394620600577342,2.563973197929182e-17
Pillai's trace,0.2591777855488879,40.0,1146.0,4.265480698910376,1.480751712282904e-16
Hotelling-Lawley trace,0.3169071589858336,40,1039.718978102193,4.524630580021445,6.199239249070657e-18
Roy's greatest root,0.26375205817935404,20,573,7.556496466838493,2.66386018321688e-19
Wilks' lambda,0.7222333798520019,40,1144.0,5.0532688356063185,2.9734724774637934e-21
Pillai's trace,0.29577028785834125,40.0,1146.0,4.972228031685154,9.054845726808874e-21
Hotelling-Lawley trace,0.3596662238055032,40,1039.718978102193,5.135121592200961,1.5429170399784737e-21
Roy's greatest root,0.2659271184023287,20,573,7.618811942226716,1.7237030760426727e-19
Wilks' lambda,0.7543879046861786,40,1144.0,4.328251853478484,6.337577664816596e-17
Pillai's trace,0.2586483890836533,40.0,1146.0,4.255473909342856,1.696513099383397e-16
Hotelling-Lawley trace,0.3082973628013559,40,1039.718978102193,4.40170452423682,3.256341363136777e-17
Roy's greatest root,0.23465453166096895,20,573,6.72285233208676,9.227107208142058e-17
Wilks' lambda,0.7620133761047987,40,1144.0,4.163081013014077,5.973852128283008e-16
Pillai's trace,0.2500578560671575,40.0,1146.0,4.093939677470275,1.5143222720081012e-15
Hotelling-Lawley trace,0.2964716877780571,40,1039.718978102193,4.232863873836096,3.149220455142979e-16
Roy's greatest root,0.22654696348852935,20,573,6.4905705039463655,4.736323973174757e-16
Wilks' lambda,0.716001605353766,40,1144.0,5.19940344512524,3.9232230276262087e-22
Pillai's trace,0.2996463294709488,40.0,1146.0,5.0488715895626415,3.1346414916344394e-21
Hotelling-Lawley trace,0.37479030467945795,40,1039.718978102193,5.35105511366512,8.064650989094483e-23
Roy's greatest root,0.3025573620464767,20,573,8.668268422631558,1.184188304689781e-22
Wilks' lambda,0.7456352136623091,40,1144.0,4.5209532854678995,4.557125482379618e-18
Pillai's trace,0.2643166837009105,40.0,1146.0,4.3629347110266155,3.927679325175809e-17
Hotelling-Lawley trace,0.32779150514364425,40,1039.718978102193,4.680031441355003,7.562095439809944e-19
Roy's greatest root,0.28014955352951265,20,573,8.026284708620537,1.0080955798341694e-20
Wilks' lambda,0.7155545313216239,40,1144.0,5.2099606251645305,3.3886954278857733e-22
Pillai's trace,0.3020848239585316,40.0,1146.0,5.097268891011169,1.603269432805906e-21
Hotelling-Lawley trace,0.37286622014038734,40,1039.718978102193,5.323584065766153,1.1743059672256909e-22
