iteration,model,seed,sampling,Train_F1-score,Val_F1-score,Train_Recall,Val_Recall,Train_Precision,Val_Precision,Train_Accuracy,Val_Accuracy
13,RandomForest,8,base,0.3915,0.3979,0.4076,0.4183,0.3839,0.3851,0.4076,0.4183
13,RandomForest,8,undersampling,0.3893,0.367,0.3919,0.3675,0.39,0.3668,0.3919,0.3675
13,SVM,8,base,0.4129,0.4241,0.5143,0.5095,0.4197,0.4093,0.5143,0.5095
13,SVM,8,undersampling,0.4165,0.4547,0.4296,0.4701,0.4278,0.4619,0.4296,0.4701
13,GradientBoosting,8,base,0.4288,0.4274,0.4457,0.4601,0.4246,0.4168,0.4457,0.4601
13,GradientBoosting,8,undersampling,0.4044,0.4325,0.4088,0.4359,0.4071,0.4302,0.4088,0.4359
13,LogisticRegression,8,base,0.3855,0.4099,0.5038,0.5285,0.4017,0.4419,0.5038,0.5285
13,LogisticRegression,8,undersampling,0.3767,0.4746,0.396,0.4872,0.3891,0.4867,0.396,0.4872
13,XGBoost,8,base,0.3969,0.3783,0.4057,0.3916,0.393,0.3686,0.4057,0.3916
13,XGBoost,8,undersampling,0.3624,0.4312,0.3647,0.4274,0.3646,0.4413,0.3647,0.4274
13,Lgbm,8,base,0.3874,0.3809,0.3962,0.3992,0.3826,0.3682,0.3962,0.3992
13,Lgbm,8,undersampling,0.3714,0.4159,0.373,0.4188,0.374,0.4139,0.373,0.4188
13,KNN,8,base,0.464,0.4524,0.4952,0.4943,0.4678,0.4639,0.4952,0.4943
13,KNN,8,undersampling,0.4184,0.376,0.4255,0.3761,0.4427,0.3912,0.4255,0.3761
14,AdaBoost,84,base,0.4502,0.4786,0.5124,0.5323,0.4788,0.4986,0.5124,0.5323
14,AdaBoost,84,undersampling,0.4121,0.4519,0.4191,0.4571,0.4122,0.4556,0.4191,0.4571
14,RandomForest,84,base,0.3854,0.4084,0.4029,0.4221,0.3759,0.403,0.4029,0.4221
14,RandomForest,84,undersampling,0.3771,0.4663,0.3803,0.4667,0.3789,0.4661,0.3803,0.4667
14,SVM,84,base,0.4057,0.4552,0.5105,0.5437,0.4075,0.4639,0.5105,0.5437
14,SVM,84,undersampling,0.4423,0.4972,0.458,0.5048,0.453,0.5062,0.458,0.5048
14,GradientBoosting,84,base,0.4311,0.456,0.4543,0.4829,0.4256,0.4494,0.4543,0.4829
14,GradientBoosting,84,undersampling,0.4205,0.4855,0.4233,0.4857,0.4205,0.4857,0.4233,0.4857
14,LogisticRegression,84,base,0.3866,0.4018,0.5105,0.5285,0.4145,0.4273,0.5105,0.5285
14,LogisticRegression,84,undersampling,0.3862,0.4835,0.4109,0.4952,0.3992,0.4928,0.4109,0.4952
14,XGBoost,84,base,0.3886,0.4324,0.4038,0.4411,0.3817,0.4272,0.4038,0.4411
14,XGBoost,84,undersampling,0.4046,0.4569,0.4069,0.4571,0.408,0.4571,0.4069,0.4571
14,Lgbm,84,base,0.3849,0.4277,0.3981,0.4335,0.3786,0.4267,0.3981,0.4335
14,Lgbm,84,undersampling,0.3779,0.4563,0.3824,0.4571,0.3802,0.4571,0.3824,0.4571
14,KNN,84,base,0.4337,0.4616,0.4686,0.5057,0.4358,0.4649,0.4686,0.5057
14,KNN,84,undersampling,0.4414,0.4451,0.4479,0.4476,0.4612,0.4561,0.4479,0.4476
15,AdaBoost,74,base,0.4712,0.4434,0.5343,0.4905,0.5161,0.4677,0.5343,0.4905
15,AdaBoost,74,undersampling,0.449,0.4255,0.455,0.4267,0.452,0.4244,0.455,0.4267
15,RandomForest,74,base,0.4223,0.3405,0.4419,0.3612,0.4138,0.337,0.4419,0.3612
15,RandomForest,74,undersampling,0.3617,0.4239,0.3648,0.4333,0.3618,0.4206,0.3648,0.4333
15,SVM,74,base,0.4211,0.3663,0.5219,0.4753,0.4284,0.3608,0.5219,0.4753
15,SVM,74,undersampling,0.4095,0.4144,0.4188,0.44,0.429,0.4289,0.4188,0.44
15,GradientBoosting,74,base,0.4498,0.3886,0.4771,0.4335,0.4481,0.3987,0.4771,0.4335
15,GradientBoosting,74,undersampling,0.3948,0.4099,0.3986,0.42,0.3941,0.4045,0.3986,0.42
15,LogisticRegression,74,base,0.4054,0.363,0.5257,0.4905,0.4466,0.382,0.5257,0.4905
15,LogisticRegression,74,undersampling,0.4339,0.4372,0.4437,0.46,0.4491,0.4699,0.4437,0.46
15,XGBoost,74,base,0.4221,0.3506,0.4381,0.3688,0.4137,0.3469,0.4381,0.3688
15,XGBoost,74,undersampling,0.3688,0.371,0.3717,0.3733,0.3684,0.3693,0.3717,0.3733
15,Lgbm,74,base,0.4167,0.3226,0.4314,0.3384,0.4093,0.315,0.4314,0.3384
15,Lgbm,74,undersampling,0.3644,0.3667,0.3648,0.3667,0.3655,0.3673,0.3648,0.3667
15,KNN,74,base,0.4574,0.3862,0.4838,0.4373,0.4625,0.4272,0.4838,0.4373
15,KNN,74,undersampling,0.3767,0.3671,0.3829,0.3733,0.3876,0.3842,0.3829,0.3733
16,AdaBoost,93,base,0.4336,0.485,0.5038,0.5247,0.4718,0.4784,0.5038,0.5247
16,AdaBoost,93,undersampling,0.4022,0.3482,0.4076,0.3577,0.4043,0.3443,0.4076,0.3577
